"_Spieltag";"Datum";"Uhrzeit";"Ort";"Rang";"Gegner";"Spielsystem";"Zuschauer";"Ergebnis";"game_name";"country"
NA;"So. 02.06.2019";"21:00";"H";"";"Bolivien";"4-4-2";"35.228";"2:0";"Freundschaftsspiele";"frankreich"
NA;"Mi. 07.10.2020";"21:10";"H";"";"Ukraine";"4-3-1-2";"1.000";"7:1";"Freundschaftsspiele";"frankreich"
NA;"Mi. 11.11.2020";"21:10";"H";"";"Finnland";"4-4-2";"x";"0:2";"Freundschaftsspiele";"frankreich"
NA;"Mi. 02.06.2021";"21:05";"H";"";"Wales";"4-3-1-2";"x";"3:0";"Freundschaftsspiele";"frankreich"
NA;"Di. 08.06.2021";"21:10";"H";"";"Bulgarien";"4-3-1-2";"5.000";"3:0";"Freundschaftsspiele";"frankreich"
"Gruppe D";"Di. 22.11.2022";"20:00";"H";"";"Australien";"?";"";"-:-";"Weltmeisterschaft 2022";"frankreich"
"Gruppe D";"Sa. 26.11.2022";"17:00";"H";"";"Dänemark";"?";"";"-:-";"Weltmeisterschaft 2022";"frankreich"
"Gruppe D";"Mi. 30.11.2022";"16:00";"A";"";"Tunesien";"?";"";"-:-";"Weltmeisterschaft 2022";"frankreich"
NA;"Fr. 25.03.2022";"21:15";"H";"";"Elfenbeinküste";"3-4-1-2";"62.510";"2:1";"Freundschaftsspiele";"frankreich"
NA;"Di. 29.03.2022";"21:15";"H";"";"Südafrika";"3-4-1-2";"48.120";"5:0";"Freundschaftsspiele";"frankreich"
"Gruppe G";"Di. 15.06.2010";"20:30";"H";"";"Nordkorea";"4-3-1-2";"54.331";"2:1";"Weltmeisterschaft 2010";"brasilien"
"Gruppe G";"So. 20.06.2010";"20:30";"H";"";"Elfenbeinküste";"4-3-1-2";"84.455";"3:1";"Weltmeisterschaft 2010";"brasilien"
"Gruppe G";"Fr. 25.06.2010";"16:00";"A";"";"Portugal";"4-2-3-1";"62.712";"0:0";"Weltmeisterschaft 2010";"brasilien"
"Achtelfinale";"Mo. 28.06.2010";"20:30";"H";"";"Chile";"4-4-2 Raute";"54.096";"3:0";"Weltmeisterschaft 2010";"brasilien"
"Viertelfinale";"Fr. 02.07.2010";"16:00";"A";"";"Niederlande";"4-4-2 Raute";"40.186";"2:1";"Weltmeisterschaft 2010";"brasilien"
NA;"Di. 02.03.2010";"21:05";"H";"";"Irland";"4-3-1-2";"40.082";"2:0";"Freundschaftsspiele";"brasilien"
NA;"Mi. 02.06.2010";"00:00";"A";"";"Simbabwe";"4-3-1-2";"30.000";"0:3";"Freundschaftsspiele";"brasilien"
NA;"Mo. 07.06.2010";"18:00";"A";"";"Tansania";"4-3-1-2";"35.000";"1:5";"Freundschaftsspiele";"brasilien"
NA;"Di. 10.08.2010";"01:00";"A";"";"Vereinigte Staaten";"4-3-3 defensiv";"77.223";"0:2";"Freundschaftsspiele";"brasilien"
NA;"Do. 07.10.2010";"19:00";"A";"";"Iran";"4-3-3 defensiv";"";"0:3";"Freundschaftsspiele";"brasilien"
NA;"Mo. 11.10.2010";"20:45";"H";"";"Ukraine";"4-3-3 defensiv";"13.088";"2:0";"Freundschaftsspiele";"brasilien"
NA;"Mi. 17.11.2010";"18:00";"A";"";"Argentinien";"4-3-1-2";"";"1:0";"Freundschaftsspiele";"brasilien"
NA;"Mi. 09.02.2011";"21:00";"A";"";"Frankreich";"4-3-3 offensiv";"79.712";"1:0";"Freundschaftsspiele";"brasilien"
NA;"So. 27.03.2011";"15:00";"A";"";"Schottland";"4-4-2";"53.087";"0:2";"Freundschaftsspiele";"brasilien"
NA;"Sa. 04.06.2011";"21:10";"H";"";"Niederlande";"4-3-3 defensiv";"36.449";"0:0";"Freundschaftsspiele";"brasilien"
NA;"Mi. 08.06.2011";"02:55";"H";"";"Rumänien";"4-3-3 defensiv";"30.059";"1:0";"Freundschaftsspiele";"brasilien"
NA;"Mi. 10.08.2011";"20:45";"A";"";"Deutschland";"4-3-3 offensiv";"54.767";"3:2";"Freundschaftsspiele";"brasilien"
NA;"Mo. 05.09.2011";"20:45";"H";"";"Ghana";"4-2-3-1";"25.700";"1:0";"Freundschaftsspiele";"brasilien"
NA;"Do. 15.09.2011";"02:50";"A";"";"Argentinien";"4-3-3 defensiv";"";"0:0";"Freundschaftsspiele";"brasilien"
NA;"Do. 29.09.2011";"02:50";"H";"";"Argentinien";"4-3-3 defensiv";"43.038";"2:0";"Freundschaftsspiele";"brasilien"
NA;"Sa. 08.10.2011";"04:00";"A";"";"Costa Rica";"4-3-3 defensiv";"";"0:1";"Freundschaftsspiele";"brasilien"
NA;"Mi. 12.10.2011";"03:30";"A";"";"Mexiko";"4-3-3 defensiv";"";"1:2";"Freundschaftsspiele";"brasilien"
NA;"Do. 10.11.2011";"19:00";"A";"";"Gabun";"4-2-3-1";"";"0:2";"Freundschaftsspiele";"brasilien"
NA;"Mo. 14.11.2011";"18:00";"H";"";"Ägypten";"4-4-2 doppel 6";"20.000";"2:0";"Freundschaftsspiele";"brasilien"
NA;"Di. 28.02.2012";"20:00";"A";"";"Bosnien-Herzegowina";"4-3-1-2";"17.500";"1:2";"Freundschaftsspiele";"brasilien"
NA;"Sa. 26.05.2012";"15:30";"A";"";"Dänemark";"4-2-3-1";"51.000";"1:3";"Freundschaftsspiele";"brasilien"
NA;"Do. 31.05.2012";"02:00";"A";"";"Vereinigte Staaten";"4-2-3-1";"67.619";"1:4";"Freundschaftsspiele";"brasilien"
NA;"So. 03.06.2012";"22:00";"A";"";"Mexiko";"4-2-3-1";"84.516";"2:0";"Freundschaftsspiele";"brasilien"
NA;"Sa. 09.06.2012";"15:00";"A";"";"Argentinien";"4-4-2 doppel 6";"81.994";"4:3";"Freundschaftsspiele";"brasilien"
NA;"Mi. 15.08.2012";"20:00";"A";"";"Schweden";"4-2-3-1";"32.781";"0:3";"Freundschaftsspiele";"brasilien"
NA;"Fr. 07.09.2012";"21:00";"H";"";"Südafrika";"4-2-3-1";"51.500";"1:0";"Freundschaftsspiele";"brasilien"
NA;"Di. 11.09.2012";"03:00";"H";"";"China";"4-4-2 doppel 6";"29.658";"8:0";"Freundschaftsspiele";"brasilien"
NA;"Do. 20.09.2012";"03:00";"H";"";"Argentinien";"4-3-3 defensiv";"37.871";"2:1";"Freundschaftsspiele";"brasilien"
NA;"Do. 11.10.2012";"20:30";"H";"";"Irak";"4-4-2 doppel 6";"14.147";"6:0";"Freundschaftsspiele";"brasilien"
NA;"Di. 16.10.2012";"14:10";"A";"";"Japan";"4-2-3-1";"36.000";"0:4";"Freundschaftsspiele";"brasilien"
NA;"Do. 15.11.2012";"01:30";"H";"";"Kolumbien";"4-3-3 defensiv";"38.624";"1:1";"Freundschaftsspiele";"brasilien"
NA;"Do. 22.11.2012";"01:00";"A";"";"Argentinien";"4-3-1-2";"32.000";"2:1";"Freundschaftsspiele";"brasilien"
NA;"Mi. 06.02.2013";"20:30";"A";"";"England";"4-3-3 offensiv";"87.453";"2:1";"Freundschaftsspiele";"brasilien"
NA;"Do. 21.03.2013";"20:30";"A";"";"Italien";"4-3-3 offensiv";"28.000";"2:2";"Freundschaftsspiele";"brasilien"
NA;"Mo. 25.03.2013";"20:30";"A";"";"Russland";"4-3-3 offensiv";"38.000";"1:1";"Freundschaftsspiele";"brasilien"
NA;"Sa. 06.04.2013";"21:30";"A";"";"Bolivien";"4-2-3-1";"35.000";"0:4";"Freundschaftsspiele";"brasilien"
NA;"Do. 25.04.2013";"03:00";"H";"";"Chile";"4-4-2 doppel 6";"53.331";"2:2";"Freundschaftsspiele";"brasilien"
NA;"So. 02.06.2013";"21:00";"H";"";"England";"4-2-3-1";"66.015";"2:2";"Freundschaftsspiele";"brasilien"
NA;"So. 09.06.2013";"21:00";"H";"";"Frankreich";"4-3-3 defensiv";"51.919";"3:0";"Freundschaftsspiele";"brasilien"
NA;"Mi. 14.08.2013";"20:45";"A";"";"Schweiz";"4-3-3 defensiv";"31.100";"1:0";"Freundschaftsspiele";"brasilien"
NA;"Sa. 07.09.2013";"21:15";"H";"";"Australien";"4-3-3 offensiv";"40.996";"6:0";"Freundschaftsspiele";"brasilien"
NA;"Mi. 11.09.2013";"03:00";"H";"";"Portugal";"4-3-3 offensiv";"62.310";"3:1";"Freundschaftsspiele";"brasilien"
NA;"Sa. 12.10.2013";"13:00";"A";"";"Südkorea";"4-3-3 defensiv";"65.308";"0:2";"Freundschaftsspiele";"brasilien"
NA;"Di. 15.10.2013";"13:45";"H";"";"Sambia";"4-2-3-1";"";"2:0";"Freundschaftsspiele";"brasilien"
NA;"So. 17.11.2013";"01:30";"A";"";"Honduras";"4-2-3-1";"71.124";"0:5";"Freundschaftsspiele";"brasilien"
NA;"Mi. 20.11.2013";"02:00";"H";"";"Chile";"4-2-3-1";"53.331";"2:1";"Freundschaftsspiele";"brasilien"
"Gruppe A";"Do. 12.06.2014";"22:00";"H";"";"Kroatien";"4-2-3-1";"62.103";"3:1";"Weltmeisterschaft 2014";"brasilien"
"Gruppe A";"Di. 17.06.2014";"21:00";"H";"";"Mexiko";"4-2-3-1";"60.342";"0:0";"Weltmeisterschaft 2014";"brasilien"
"Gruppe A";"Mo. 23.06.2014";"22:00";"A";"";"Kamerun";"4-2-3-1";"69.112";"1:4";"Weltmeisterschaft 2014";"brasilien"
"Achtelfinale";"Sa. 28.06.2014";"18:00";"H";"";"Chile";"4-2-3-1";"62.254";"4:3  n.E.";"Weltmeisterschaft 2014";"brasilien"
"Viertelfinale";"Fr. 04.07.2014";"22:00";"H";"";"Kolumbien";"4-2-3-1";"64.500";"2:1";"Weltmeisterschaft 2014";"brasilien"
"Halbfinale";"Di. 08.07.2014";"22:00";"H";"";"Deutschland";"4-2-3-1";"58.141";"1:7";"Weltmeisterschaft 2014";"brasilien"
"Spiel um Platz Drei";"Sa. 12.07.2014";"22:00";"H";"";"Niederlande";"4-2-3-1";"68.034";"0:3";"Weltmeisterschaft 2014";"brasilien"
NA;"Mi. 05.03.2014";"18:00";"A";"";"Südafrika";"4-3-3 defensiv";"67.616";"0:5";"Freundschaftsspiele";"brasilien"
NA;"Di. 03.06.2014";"21:00";"H";"";"Panama";"4-2-3-1";"20.000";"4:0";"Freundschaftsspiele";"brasilien"
NA;"Fr. 06.06.2014";"00:00";"H";"";"Serbien";"4-3-3 defensiv";"67.042";"1:0";"Freundschaftsspiele";"brasilien"
NA;"Sa. 06.09.2014";"03:00";"H";"";"Kolumbien";"4-2-3-1";"73.429";"1:0";"Freundschaftsspiele";"brasilien"
NA;"Mi. 10.09.2014";"03:00";"H";"";"Ecuador";"4-3-3 offensiv";"35.975";"1:0";"Freundschaftsspiele";"brasilien"
NA;"Sa. 11.10.2014";"14:05";"H";"";"Argentinien";"4-2-3-1";"52.313";"2:0";"Freundschaftsspiele";"brasilien"
NA;"Di. 14.10.2014";"00:00";"H";"";"Japan";"4-2-3-1";"51.577";"4:0";"Freundschaftsspiele";"brasilien"
NA;"Mi. 12.11.2014";"19:30";"A";"";"Türkei";"4-4-2 doppel 6";"";"0:4";"Freundschaftsspiele";"brasilien"
NA;"Di. 18.11.2014";"19:00";"A";"";"Österreich";"4-3-3 defensiv";"48.500";"1:2";"Freundschaftsspiele";"brasilien"
NA;"Do. 26.03.2015";"21:00";"A";"";"Frankreich";"4-2-3-1";"";"1:3";"Freundschaftsspiele";"brasilien"
NA;"So. 29.03.2015";"16:00";"H";"";"Chile";"4-4-2 doppel 6";"60.007";"1:0";"Freundschaftsspiele";"brasilien"
NA;"So. 07.06.2015";"22:00";"H";"";"Mexiko";"4-3-3 defensiv";"43.600";"2:0";"Freundschaftsspiele";"brasilien"
NA;"Do. 11.06.2015";"03:00";"H";"";"Honduras";"4-3-3 offensiv";"22.305";"1:0";"Freundschaftsspiele";"brasilien"
NA;"Sa. 05.09.2015";"22:00";"H";"";"Costa Rica";"4-2-3-1";"";"1:0";"Freundschaftsspiele";"brasilien"
NA;"Mi. 09.09.2015";"02:40";"A";"";"Vereinigte Staaten";"4-2-3-1";"29.308";"1:4";"Freundschaftsspiele";"brasilien"
NA;"Mo. 30.05.2016";"03:30";"A";"";"Panama";"4-1-4-1";"11.000";"0:2";"Freundschaftsspiele";"brasilien"
NA;"Do. 26.01.2017";"01:45";"H";"";"Kolumbien";"4-3-3 offensiv";"18.695";"1:0";"Freundschaftsspiele";"brasilien"
NA;"Fr. 09.06.2017";"12:05";"H";"";"Argentinien";"4-1-4-1";"95.569";"0:1";"Freundschaftsspiele";"brasilien"
NA;"Di. 13.06.2017";"12:05";"A";"";"Australien";"4-1-4-1";"49.874";"0:4";"Freundschaftsspiele";"brasilien"
NA;"Fr. 10.11.2017";"13:00";"A";"";"Japan";"4-1-4-1";"16.920";"1:3";"Freundschaftsspiele";"brasilien"
NA;"Di. 14.11.2017";"21:00";"A";"";"England";"4-3-3 offensiv";"84.595";"0:0";"Freundschaftsspiele";"brasilien"
"Gruppe E";"So. 17.06.2018";"20:00";"H";"";"Schweiz";"4-3-3 offensiv";"43.472";"1:1";"Weltmeisterschaft 2018";"brasilien"
"Gruppe E";"Fr. 22.06.2018";"14:00";"H";"";"Costa Rica";"4-3-3 offensiv";"64.468";"2:0";"Weltmeisterschaft 2018";"brasilien"
"Gruppe E";"Mi. 27.06.2018";"20:00";"A";"";"Serbien";"4-3-3 offensiv";"44.190";"0:2";"Weltmeisterschaft 2018";"brasilien"
"Achtelfinale";"Mo. 02.07.2018";"16:00";"H";"";"Mexiko";"4-3-3 offensiv";"41.970";"2:0";"Weltmeisterschaft 2018";"brasilien"
"Viertelfinale";"Fr. 06.07.2018";"20:00";"H";"";"Belgien";"4-3-3 offensiv";"42.873";"1:2";"Weltmeisterschaft 2018";"brasilien"
NA;"Fr. 23.03.2018";"17:00";"A";"";"Russland";"4-3-3 offensiv";"59.263";"0:3";"Freundschaftsspiele";"brasilien"
NA;"Di. 27.03.2018";"20:45";"A";"";"Deutschland";"4-3-3 offensiv";"72.717";"0:1";"Freundschaftsspiele";"brasilien"
NA;"So. 03.06.2018";"16:00";"H";"";"Kroatien";"4-3-3 offensiv";"36.584";"2:0";"Freundschaftsspiele";"brasilien"
NA;"So. 10.06.2018";"16:00";"A";"";"Österreich";"4-3-3 offensiv";"48.500";"0:3";"Freundschaftsspiele";"brasilien"
NA;"Sa. 08.09.2018";"02:00";"A";"";"Vereinigte Staaten";"4-3-3 offensiv";"32.489";"0:2";"Freundschaftsspiele";"brasilien"
NA;"Mi. 12.09.2018";"02:30";"H";"";"El Salvador";"4-3-3 offensiv";"";"5:0";"Freundschaftsspiele";"brasilien"
NA;"Fr. 12.10.2018";"20:00";"A";"";"Saudi-Arabien";"4-3-3 offensiv";"23.401";"0:2";"Freundschaftsspiele";"brasilien"
NA;"Di. 16.10.2018";"20:00";"H";"";"Argentinien";"4-3-3 offensiv";"62.315";"1:0";"Freundschaftsspiele";"brasilien"
NA;"Fr. 16.11.2018";"21:00";"H";"";"Uruguay";"4-3-3 offensiv";"";"1:0";"Freundschaftsspiele";"brasilien"
NA;"Di. 20.11.2018";"20:30";"H";"";"Kamerun";"4-3-3 offensiv";"";"1:0";"Freundschaftsspiele";"brasilien"
NA;"Sa. 23.03.2019";"18:00";"H";"";"Panama";"4-3-3 offensiv";"39.410";"1:1";"Freundschaftsspiele";"brasilien"
NA;"Di. 26.03.2019";"20:00";"A";"";"Tschechien";"4-3-3 offensiv";"19.116";"1:3";"Freundschaftsspiele";"brasilien"
NA;"Do. 06.06.2019";"02:30";"H";"";"Katar";"4-3-3 offensiv";"34.204";"2:0";"Freundschaftsspiele";"brasilien"
NA;"So. 09.06.2019";"21:00";"H";"";"Honduras";"4-2-3-1";"16.521";"7:0";"Freundschaftsspiele";"brasilien"
NA;"Sa. 07.09.2019";"02:30";"H";"";"Kolumbien";"4-3-3 offensiv";"65.232";"2:2";"Freundschaftsspiele";"brasilien"
NA;"Mi. 11.09.2019";"05:00";"H";"";"Peru";"4-3-3 offensiv";"";"0:1";"Freundschaftsspiele";"brasilien"
NA;"Do. 10.10.2019";"14:00";"H";"";"Senegal";"4-4-2 doppel 6";"";"1:1";"Freundschaftsspiele";"brasilien"
NA;"So. 13.10.2019";"14:00";"H";"";"Nigeria";"4-4-2 doppel 6";"20.305";"1:1";"Freundschaftsspiele";"brasilien"
NA;"Fr. 15.11.2019";"18:00";"H";"";"Argentinien";"4-3-3 offensiv";"";"0:1";"Freundschaftsspiele";"brasilien"
NA;"Di. 19.11.2019";"14:30";"H";"";"Südkorea";"4-2-3-1";"x";"3:0";"Freundschaftsspiele";"brasilien"
"Gruppe G";"Do. 24.11.2022";"20:00";"H";"";"Serbien";"?";"";"-:-";"Weltmeisterschaft 2022";"brasilien"
"Gruppe G";"Mo. 28.11.2022";"17:00";"H";"";"Schweiz";"?";"";"-:-";"Weltmeisterschaft 2022";"brasilien"
"Gruppe G";"Fr. 02.12.2022";"20:00";"A";"";"Kamerun";"?";"";"-:-";"Weltmeisterschaft 2022";"brasilien"
NA;"Do. 02.06.2022";"13:00";"A";"";"Südkorea";"4-4-2 doppel 6";"64.872";"1:5";"Freundschaftsspiele";"brasilien"
NA;"Mo. 06.06.2022";"12:20";"A";"";"Japan";"4-3-3 offensiv";"63.638";"0:1";"Freundschaftsspiele";"brasilien"
NA;"Sa. 11.06.2022";"13:00";"H";"";"Argentinien";"";"";"-:-";"Freundschaftsspiele";"brasilien"
"Gruppe D";"So. 13.06.2010";"20:30";"H";"";"Australien";"4-2-3-1";"62.618";"4:0";"Weltmeisterschaft 2010";"deutschland"
"Gruppe D";"Fr. 18.06.2010";"13:30";"H";"";"Serbien";"4-2-3-1";"38.294";"0:1";"Weltmeisterschaft 2010";"deutschland"
"Gruppe D";"Mi. 23.06.2010";"20:30";"A";"";"Ghana";"4-2-3-1";"83.391";"0:1";"Weltmeisterschaft 2010";"deutschland"
"Achtelfinale";"So. 27.06.2010";"16:00";"H";"";"England";"4-2-3-1";"40.510";"4:1";"Weltmeisterschaft 2010";"deutschland"
"Viertelfinale";"Sa. 03.07.2010";"16:00";"A";"";"Argentinien";"4-2-3-1";"64.100";"0:4";"Weltmeisterschaft 2010";"deutschland"
"Halbfinale";"Mi. 07.07.2010";"20:30";"H";"";"Spanien";"4-2-3-1";"60.960";"0:1";"Weltmeisterschaft 2010";"deutschland"
"Spiel um Platz Drei";"Sa. 10.07.2010";"20:30";"A";"";"Uruguay";"4-2-3-1";"36.254";"2:3";"Weltmeisterschaft 2010";"deutschland"
NA;"Mi. 03.03.2010";"20:45";"H";"";"Argentinien";"4-2-3-1";"65.152";"0:1";"Freundschaftsspiele";"deutschland"
NA;"Do. 13.05.2010";"18:00";"H";"";"Malta";"4-3-3 offensiv";"26.000";"3:0";"Freundschaftsspiele";"deutschland"
NA;"Sa. 29.05.2010";"20:00";"A";"";"Ungarn";"4-2-3-1";"15.000";"0:3";"Freundschaftsspiele";"deutschland"
NA;"Do. 03.06.2010";"20:30";"H";"";"Bosnien-Herzegowina";"4-2-3-1";"48.000";"3:1";"Freundschaftsspiele";"deutschland"
NA;"Mi. 11.08.2010";"20:30";"A";"";"Dänemark";"4-2-3-1";"19.071";"2:2";"Freundschaftsspiele";"deutschland"
NA;"Mi. 17.11.2010";"20:30";"A";"";"Schweden";"4-2-3-1";"21.959";"0:0";"Freundschaftsspiele";"deutschland"
NA;"Mi. 09.02.2011";"20:45";"H";"";"Italien";"4-2-3-1";"60.196";"1:1";"Freundschaftsspiele";"deutschland"
NA;"Di. 29.03.2011";"20:45";"H";"";"Australien";"4-2-3-1";"30.152";"1:2";"Freundschaftsspiele";"deutschland"
NA;"So. 29.05.2011";"20:00";"H";"";"Uruguay";"4-2-3-1";"25.655";"2:1";"Freundschaftsspiele";"deutschland"
NA;"Mi. 10.08.2011";"20:45";"H";"";"Brasilien";"4-1-4-1";"54.767";"3:2";"Freundschaftsspiele";"deutschland"
NA;"Di. 06.09.2011";"20:45";"A";"";"Polen";"4-2-3-1";"38.000";"2:2";"Freundschaftsspiele";"deutschland"
NA;"Fr. 11.11.2011";"20:45";"A";"";"Ukraine";"3-5-2";"69.720";"3:3";"Freundschaftsspiele";"deutschland"
NA;"Di. 15.11.2011";"20:45";"H";"";"Niederlande";"4-2-3-1";"51.500";"3:0";"Freundschaftsspiele";"deutschland"
NA;"Mi. 29.02.2012";"20:45";"H";"";"Frankreich";"4-2-3-1";"37.800";"1:2";"Freundschaftsspiele";"deutschland"
NA;"Sa. 26.05.2012";"18:00";"A";"";"Schweiz";"4-2-3-1";"32.000";"5:3";"Freundschaftsspiele";"deutschland"
NA;"Do. 31.05.2012";"20:30";"H";"";"Israel";"4-2-3-1";"43.241";"2:0";"Freundschaftsspiele";"deutschland"
NA;"Mi. 15.08.2012";"20:45";"H";"";"Argentinien";"4-2-3-1";"48.808";"1:3";"Freundschaftsspiele";"deutschland"
NA;"Mi. 14.11.2012";"20:30";"A";"";"Niederlande";"4-2-3-1";"51.628";"0:0";"Freundschaftsspiele";"deutschland"
NA;"Mi. 06.02.2013";"21:00";"A";"";"Frankreich";"4-2-3-1";"75.000";"1:2";"Freundschaftsspiele";"deutschland"
NA;"Mi. 29.05.2013";"20:30";"H";"";"Ecuador";"4-2-3-1";"5.000";"4:2";"Freundschaftsspiele";"deutschland"
NA;"So. 02.06.2013";"20:30";"A";"";"Vereinigte Staaten";"4-2-3-1";"47.359";"4:3";"Freundschaftsspiele";"deutschland"
NA;"Mi. 14.08.2013";"20:45";"H";"";"Paraguay";"4-2-3-1";"47.522";"3:3";"Freundschaftsspiele";"deutschland"
NA;"Fr. 15.11.2013";"20:45";"A";"";"Italien";"4-3-3 offensiv";"49.000";"1:1";"Freundschaftsspiele";"deutschland"
NA;"Di. 19.11.2013";"21:00";"A";"";"England";"4-2-3-1";"85.934";"0:1";"Freundschaftsspiele";"deutschland"
"Gruppe G";"Mo. 16.06.2014";"18:00";"H";"";"Portugal";"4-3-3 offensiv";"51.081";"4:0";"Weltmeisterschaft 2014";"deutschland"
"Gruppe G";"Sa. 21.06.2014";"21:00";"H";"";"Ghana";"4-3-3 offensiv";"59.621";"2:2";"Weltmeisterschaft 2014";"deutschland"
"Gruppe G";"Do. 26.06.2014";"18:00";"A";"";"Vereinigte Staaten";"4-3-3 offensiv";"41.876";"0:1";"Weltmeisterschaft 2014";"deutschland"
"Achtelfinale";"Mo. 30.06.2014";"22:00";"H";"";"Algerien";"4-3-3 offensiv";"43.063";"2:1  n.V.";"Weltmeisterschaft 2014";"deutschland"
"Viertelfinale";"Fr. 04.07.2014";"18:00";"A";"";"Frankreich";"4-3-3 offensiv";"74.240";"0:1";"Weltmeisterschaft 2014";"deutschland"
"Halbfinale";"Di. 08.07.2014";"22:00";"A";"";"Brasilien";"4-3-3 offensiv";"58.141";"1:7";"Weltmeisterschaft 2014";"deutschland"
"Finale";"So. 13.07.2014";"21:00";"H";"";"Argentinien";"4-3-3 offensiv";"74.738";"1:0  n.V.";"Weltmeisterschaft 2014";"deutschland"
NA;"Mi. 05.03.2014";"20:45";"H";"";"Chile";"4-2-3-1";"54.449";"1:0";"Freundschaftsspiele";"deutschland"
NA;"Di. 13.05.2014";"20:45";"H";"";"Polen";"4-2-3-1";"37.569";"0:0";"Freundschaftsspiele";"deutschland"
NA;"So. 01.06.2014";"20:30";"H";"";"Kamerun";"4-2-3-1";"41.250";"2:2";"Freundschaftsspiele";"deutschland"
NA;"Fr. 06.06.2014";"20:30";"H";"";"Armenien";"4-2-3-1";"27.000";"6:1";"Freundschaftsspiele";"deutschland"
NA;"Mi. 03.09.2014";"20:45";"H";"";"Argentinien";"4-2-3-1";"51.132";"2:4";"Freundschaftsspiele";"deutschland"
NA;"Di. 18.11.2014";"20:45";"A";"";"Spanien";"5-4-1 flach";"25.000";"0:1";"Freundschaftsspiele";"deutschland"
NA;"Mi. 25.03.2015";"20:30";"H";"";"Australien";"3-1-4-2";"46.000";"2:2";"Freundschaftsspiele";"deutschland"
NA;"Mi. 10.06.2015";"20:45";"H";"";"Vereinigte Staaten";"4-3-3 defensiv";"40.438";"1:2";"Freundschaftsspiele";"deutschland"
NA;"Fr. 13.11.2015";"21:00";"A";"";"Frankreich";"3-4-2-1";"60.000";"2:0";"Freundschaftsspiele";"deutschland"
NA;"Sa. 26.03.2016";"20:45";"H";"";"England";"4-2-3-1";"72.000";"2:3";"Freundschaftsspiele";"deutschland"
NA;"Di. 29.03.2016";"20:45";"H";"";"Italien";"3-4-2-1";"62.693";"4:1";"Freundschaftsspiele";"deutschland"
NA;"So. 29.05.2016";"17:45";"H";"";"Slowakei";"3-5-2 offensiv";"22.110";"1:3";"Freundschaftsspiele";"deutschland"
NA;"Sa. 04.06.2016";"18:00";"H";"";"Ungarn";"4-2-3-1";"52.104";"2:0";"Freundschaftsspiele";"deutschland"
NA;"Mi. 31.08.2016";"20:45";"H";"";"Finnland";"3-4-3";"30.121";"2:0";"Freundschaftsspiele";"deutschland"
NA;"Di. 15.11.2016";"20:45";"A";"";"Italien";"3-4-2-1";"48.700";"0:0";"Freundschaftsspiele";"deutschland"
NA;"Mi. 22.03.2017";"20:45";"H";"";"England";"4-2-3-1";"60.109";"1:0";"Freundschaftsspiele";"deutschland"
NA;"Di. 06.06.2017";"20:45";"A";"";"Dänemark";"3-4-2-1";"15.488";"1:1";"Freundschaftsspiele";"deutschland"
NA;"Fr. 10.11.2017";"21:00";"A";"";"England";"5-4-1 flach";"81.382";"0:0";"Freundschaftsspiele";"deutschland"
NA;"Di. 14.11.2017";"20:45";"H";"";"Frankreich";"4-2-3-1";"36.948";"2:2";"Freundschaftsspiele";"deutschland"
"Gruppe F";"So. 17.06.2018";"17:00";"H";"";"Mexiko";"4-2-3-1";"78.011";"0:1";"Weltmeisterschaft 2018";"deutschland"
"Gruppe F";"Sa. 23.06.2018";"20:00";"H";"";"Schweden";"4-2-3-1";"44.287";"2:1";"Weltmeisterschaft 2018";"deutschland"
"Gruppe F";"Mi. 27.06.2018";"16:00";"A";"";"Südkorea";"4-2-3-1";"41.835";"2:0";"Weltmeisterschaft 2018";"deutschland"
NA;"Fr. 23.03.2018";"20:45";"H";"";"Spanien";"4-2-3-1";"50.653";"1:1";"Freundschaftsspiele";"deutschland"
NA;"Di. 27.03.2018";"20:45";"H";"";"Brasilien";"4-2-3-1";"72.717";"0:1";"Freundschaftsspiele";"deutschland"
NA;"Sa. 02.06.2018";"19:40";"A";"";"Österreich";"4-2-3-1";"30.000";"2:1";"Freundschaftsspiele";"deutschland"
NA;"Fr. 08.06.2018";"19:30";"H";"";"Saudi-Arabien";"4-2-3-1";"30.210";"2:1";"Freundschaftsspiele";"deutschland"
NA;"So. 09.09.2018";"20:45";"H";"";"Peru";"4-3-3 offensiv";"25.494";"2:1";"Freundschaftsspiele";"deutschland"
NA;"Do. 15.11.2018";"20:45";"H";"";"Russland";"3-4-3 flach";"35.288";"3:0";"Freundschaftsspiele";"deutschland"
NA;"Mi. 20.03.2019";"20:45";"H";"";"Serbien";"4-2-3-1";"26.101";"1:1";"Freundschaftsspiele";"deutschland"
NA;"Mi. 09.10.2019";"20:45";"H";"";"Argentinien";"3-4-2-1";"45.197";"2:2";"Freundschaftsspiele";"deutschland"
NA;"Mi. 07.10.2020";"20:45";"H";"";"Türkei";"3-4-2-1";"300";"3:3";"Freundschaftsspiele";"deutschland"
NA;"Mi. 11.11.2020";"20:45";"H";"";"Tschechien";"3-4-2-1";"x";"1:0";"Freundschaftsspiele";"deutschland"
NA;"Mi. 02.06.2021";"21:00";"H";"";"Dänemark";"3-4-3 flach";"x";"1:1";"Freundschaftsspiele";"deutschland"
NA;"Mo. 07.06.2021";"20:45";"H";"";"Lettland";"3-4-2-1";"1.000";"7:1";"Freundschaftsspiele";"deutschland"
