"";"_Spieltag";"Datum";"Uhrzeit";"Ort";"Rang";"Gegner";"Spielsystem";"Zuschauer";"Ergebnis";"game_name";"country"
"180";NA;"Do. 10.11.2011";"19:00";"A";"";"Gabun";"4-2-3-1";"";"0:2";"Freundschaftsspiele";"brasilien"
"181";NA;"Mo. 14.11.2011";"18:00";"H";"";"Ägypten";"4-4-2 doppel 6";"20.000";"2:0";"Freundschaftsspiele";"brasilien"
"182";NA;"Di. 28.02.2012";"20:00";"A";"";"Bosnien-Herzegowina";"4-3-1-2";"17.500";"1:2";"Freundschaftsspiele";"brasilien"
"183";NA;"Sa. 26.05.2012";"15:30";"A";"";"Dänemark";"4-2-3-1";"51.000";"1:3";"Freundschaftsspiele";"brasilien"
"184";NA;"Do. 31.05.2012";"02:00";"A";"";"Vereinigte Staaten";"4-2-3-1";"67.619";"1:4";"Freundschaftsspiele";"brasilien"
"185";NA;"So. 03.06.2012";"22:00";"A";"";"Mexiko";"4-2-3-1";"84.516";"2:0";"Freundschaftsspiele";"brasilien"
"186";NA;"Sa. 09.06.2012";"15:00";"A";"";"Argentinien";"4-4-2 doppel 6";"81.994";"4:3";"Freundschaftsspiele";"brasilien"
"187";NA;"Mi. 15.08.2012";"20:00";"A";"";"Schweden";"4-2-3-1";"32.781";"0:3";"Freundschaftsspiele";"brasilien"
"188";NA;"Fr. 07.09.2012";"21:00";"H";"";"Südafrika";"4-2-3-1";"51.500";"1:0";"Freundschaftsspiele";"brasilien"
"189";NA;"Di. 11.09.2012";"03:00";"H";"";"China";"4-4-2 doppel 6";"29.658";"8:0";"Freundschaftsspiele";"brasilien"
"190";NA;"Do. 20.09.2012";"03:00";"H";"";"Argentinien";"4-3-3 defensiv";"37.871";"2:1";"Freundschaftsspiele";"brasilien"
"191";NA;"Do. 11.10.2012";"20:30";"H";"";"Irak";"4-4-2 doppel 6";"14.147";"6:0";"Freundschaftsspiele";"brasilien"
"192";NA;"Di. 16.10.2012";"14:10";"A";"";"Japan";"4-2-3-1";"36.000";"0:4";"Freundschaftsspiele";"brasilien"
"193";NA;"Do. 15.11.2012";"01:30";"H";"";"Kolumbien";"4-3-3 defensiv";"38.624";"1:1";"Freundschaftsspiele";"brasilien"
"194";NA;"Do. 22.11.2012";"01:00";"A";"";"Argentinien";"4-3-1-2";"32.000";"2:1";"Freundschaftsspiele";"brasilien"
"195";NA;"Mi. 06.02.2013";"20:30";"A";"";"England";"4-3-3 offensiv";"87.453";"2:1";"Freundschaftsspiele";"brasilien"
"196";NA;"Do. 21.03.2013";"20:30";"A";"";"Italien";"4-3-3 offensiv";"28.000";"2:2";"Freundschaftsspiele";"brasilien"
"197";NA;"Mo. 25.03.2013";"20:30";"A";"";"Russland";"4-3-3 offensiv";"38.000";"1:1";"Freundschaftsspiele";"brasilien"
"198";NA;"Sa. 06.04.2013";"21:30";"A";"";"Bolivien";"4-2-3-1";"35.000";"0:4";"Freundschaftsspiele";"brasilien"
"199";NA;"Do. 25.04.2013";"03:00";"H";"";"Chile";"4-4-2 doppel 6";"53.331";"2:2";"Freundschaftsspiele";"brasilien"
"200";NA;"So. 02.06.2013";"21:00";"H";"";"England";"4-2-3-1";"66.015";"2:2";"Freundschaftsspiele";"brasilien"
"201";NA;"So. 09.06.2013";"21:00";"H";"";"Frankreich";"4-3-3 defensiv";"51.919";"3:0";"Freundschaftsspiele";"brasilien"
"202";NA;"Mi. 14.08.2013";"20:45";"A";"";"Schweiz";"4-3-3 defensiv";"31.100";"1:0";"Freundschaftsspiele";"brasilien"
"203";NA;"Sa. 07.09.2013";"21:15";"H";"";"Australien";"4-3-3 offensiv";"40.996";"6:0";"Freundschaftsspiele";"brasilien"
"204";NA;"Mi. 11.09.2013";"03:00";"H";"";"Portugal";"4-3-3 offensiv";"62.310";"3:1";"Freundschaftsspiele";"brasilien"
"205";NA;"Sa. 12.10.2013";"13:00";"A";"";"Südkorea";"4-3-3 defensiv";"65.308";"0:2";"Freundschaftsspiele";"brasilien"
"206";NA;"Di. 15.10.2013";"13:45";"H";"";"Sambia";"4-2-3-1";"";"2:0";"Freundschaftsspiele";"brasilien"
"207";NA;"So. 17.11.2013";"01:30";"A";"";"Honduras";"4-2-3-1";"71.124";"0:5";"Freundschaftsspiele";"brasilien"
"208";NA;"Mi. 20.11.2013";"02:00";"H";"";"Chile";"4-2-3-1";"53.331";"2:1";"Freundschaftsspiele";"brasilien"
"209";"Gruppe A";"Do. 12.06.2014";"22:00";"H";"";"Kroatien";"4-2-3-1";"62.103";"3:1";"Weltmeisterschaft 2014";"brasilien"
"210";"Gruppe A";"Di. 17.06.2014";"21:00";"H";"";"Mexiko";"4-2-3-1";"60.342";"0:0";"Weltmeisterschaft 2014";"brasilien"
"211";"Gruppe A";"Mo. 23.06.2014";"22:00";"A";"";"Kamerun";"4-2-3-1";"69.112";"1:4";"Weltmeisterschaft 2014";"brasilien"
"212";"Achtelfinale";"Sa. 28.06.2014";"18:00";"H";"";"Chile";"4-2-3-1";"62.254";"4:3  n.E.";"Weltmeisterschaft 2014";"brasilien"
"213";"Viertelfinale";"Fr. 04.07.2014";"22:00";"H";"";"Kolumbien";"4-2-3-1";"64.500";"2:1";"Weltmeisterschaft 2014";"brasilien"
"214";"Halbfinale";"Di. 08.07.2014";"22:00";"H";"";"Deutschland";"4-2-3-1";"58.141";"1:7";"Weltmeisterschaft 2014";"brasilien"
"215";"Spiel um Platz Drei";"Sa. 12.07.2014";"22:00";"H";"";"Niederlande";"4-2-3-1";"68.034";"0:3";"Weltmeisterschaft 2014";"brasilien"
"216";NA;"Mi. 05.03.2014";"18:00";"A";"";"Südafrika";"4-3-3 defensiv";"67.616";"0:5";"Freundschaftsspiele";"brasilien"
"217";NA;"Di. 03.06.2014";"21:00";"H";"";"Panama";"4-2-3-1";"20.000";"4:0";"Freundschaftsspiele";"brasilien"
"218";NA;"Fr. 06.06.2014";"00:00";"H";"";"Serbien";"4-3-3 defensiv";"67.042";"1:0";"Freundschaftsspiele";"brasilien"
"219";NA;"Sa. 06.09.2014";"03:00";"H";"";"Kolumbien";"4-2-3-1";"73.429";"1:0";"Freundschaftsspiele";"brasilien"
"220";NA;"Mi. 10.09.2014";"03:00";"H";"";"Ecuador";"4-3-3 offensiv";"35.975";"1:0";"Freundschaftsspiele";"brasilien"
"221";NA;"Sa. 11.10.2014";"14:05";"H";"";"Argentinien";"4-2-3-1";"52.313";"2:0";"Freundschaftsspiele";"brasilien"
"222";NA;"Di. 14.10.2014";"00:00";"H";"";"Japan";"4-2-3-1";"51.577";"4:0";"Freundschaftsspiele";"brasilien"
"223";NA;"Mi. 12.11.2014";"19:30";"A";"";"Türkei";"4-4-2 doppel 6";"";"0:4";"Freundschaftsspiele";"brasilien"
"224";NA;"Di. 18.11.2014";"19:00";"A";"";"Österreich";"4-3-3 defensiv";"48.500";"1:2";"Freundschaftsspiele";"brasilien"
"225";NA;"Do. 26.03.2015";"21:00";"A";"";"Frankreich";"4-2-3-1";"";"1:3";"Freundschaftsspiele";"brasilien"
"226";NA;"So. 29.03.2015";"16:00";"H";"";"Chile";"4-4-2 doppel 6";"60.007";"1:0";"Freundschaftsspiele";"brasilien"
"227";NA;"So. 07.06.2015";"22:00";"H";"";"Mexiko";"4-3-3 defensiv";"43.600";"2:0";"Freundschaftsspiele";"brasilien"
"228";NA;"Do. 11.06.2015";"03:00";"H";"";"Honduras";"4-3-3 offensiv";"22.305";"1:0";"Freundschaftsspiele";"brasilien"
"229";NA;"Sa. 05.09.2015";"22:00";"H";"";"Costa Rica";"4-2-3-1";"";"1:0";"Freundschaftsspiele";"brasilien"
"230";NA;"Mi. 09.09.2015";"02:40";"A";"";"Vereinigte Staaten";"4-2-3-1";"29.308";"1:4";"Freundschaftsspiele";"brasilien"
"231";NA;"Mo. 30.05.2016";"03:30";"A";"";"Panama";"4-1-4-1";"11.000";"0:2";"Freundschaftsspiele";"brasilien"
"232";NA;"Do. 26.01.2017";"01:45";"H";"";"Kolumbien";"4-3-3 offensiv";"18.695";"1:0";"Freundschaftsspiele";"brasilien"
"233";NA;"Fr. 09.06.2017";"12:05";"H";"";"Argentinien";"4-1-4-1";"95.569";"0:1";"Freundschaftsspiele";"brasilien"
"234";NA;"Di. 13.06.2017";"12:05";"A";"";"Australien";"4-1-4-1";"49.874";"0:4";"Freundschaftsspiele";"brasilien"
"235";NA;"Fr. 10.11.2017";"13:00";"A";"";"Japan";"4-1-4-1";"16.920";"1:3";"Freundschaftsspiele";"brasilien"
"236";NA;"Di. 14.11.2017";"21:00";"A";"";"England";"4-3-3 offensiv";"84.595";"0:0";"Freundschaftsspiele";"brasilien"
"237";"Gruppe E";"So. 17.06.2018";"20:00";"H";"";"Schweiz";"4-3-3 offensiv";"43.472";"1:1";"Weltmeisterschaft 2018";"brasilien"
"238";"Gruppe E";"Fr. 22.06.2018";"14:00";"H";"";"Costa Rica";"4-3-3 offensiv";"64.468";"2:0";"Weltmeisterschaft 2018";"brasilien"
"239";"Gruppe E";"Mi. 27.06.2018";"20:00";"A";"";"Serbien";"4-3-3 offensiv";"44.190";"0:2";"Weltmeisterschaft 2018";"brasilien"
"240";"Achtelfinale";"Mo. 02.07.2018";"16:00";"H";"";"Mexiko";"4-3-3 offensiv";"41.970";"2:0";"Weltmeisterschaft 2018";"brasilien"
"241";"Viertelfinale";"Fr. 06.07.2018";"20:00";"H";"";"Belgien";"4-3-3 offensiv";"42.873";"1:2";"Weltmeisterschaft 2018";"brasilien"
"242";NA;"Fr. 23.03.2018";"17:00";"A";"";"Russland";"4-3-3 offensiv";"59.263";"0:3";"Freundschaftsspiele";"brasilien"
"243";NA;"Di. 27.03.2018";"20:45";"A";"";"Deutschland";"4-3-3 offensiv";"72.717";"0:1";"Freundschaftsspiele";"brasilien"
"244";NA;"So. 03.06.2018";"16:00";"H";"";"Kroatien";"4-3-3 offensiv";"36.584";"2:0";"Freundschaftsspiele";"brasilien"
"245";NA;"So. 10.06.2018";"16:00";"A";"";"Österreich";"4-3-3 offensiv";"48.500";"0:3";"Freundschaftsspiele";"brasilien"
"246";NA;"Sa. 08.09.2018";"02:00";"A";"";"Vereinigte Staaten";"4-3-3 offensiv";"32.489";"0:2";"Freundschaftsspiele";"brasilien"
"247";NA;"Mi. 12.09.2018";"02:30";"H";"";"El Salvador";"4-3-3 offensiv";"";"5:0";"Freundschaftsspiele";"brasilien"
"248";NA;"Fr. 12.10.2018";"20:00";"A";"";"Saudi-Arabien";"4-3-3 offensiv";"23.401";"0:2";"Freundschaftsspiele";"brasilien"
"249";NA;"Di. 16.10.2018";"20:00";"H";"";"Argentinien";"4-3-3 offensiv";"62.315";"1:0";"Freundschaftsspiele";"brasilien"
"250";NA;"Fr. 16.11.2018";"21:00";"H";"";"Uruguay";"4-3-3 offensiv";"";"1:0";"Freundschaftsspiele";"brasilien"
"251";NA;"Di. 20.11.2018";"20:30";"H";"";"Kamerun";"4-3-3 offensiv";"";"1:0";"Freundschaftsspiele";"brasilien"
"252";NA;"Sa. 23.03.2019";"18:00";"H";"";"Panama";"4-3-3 offensiv";"39.410";"1:1";"Freundschaftsspiele";"brasilien"
"253";NA;"Di. 26.03.2019";"20:00";"A";"";"Tschechien";"4-3-3 offensiv";"19.116";"1:3";"Freundschaftsspiele";"brasilien"
"254";NA;"Do. 06.06.2019";"02:30";"H";"";"Katar";"4-3-3 offensiv";"34.204";"2:0";"Freundschaftsspiele";"brasilien"
"255";NA;"So. 09.06.2019";"21:00";"H";"";"Honduras";"4-2-3-1";"16.521";"7:0";"Freundschaftsspiele";"brasilien"
"256";NA;"Sa. 07.09.2019";"02:30";"H";"";"Kolumbien";"4-3-3 offensiv";"65.232";"2:2";"Freundschaftsspiele";"brasilien"
"257";NA;"Mi. 11.09.2019";"05:00";"H";"";"Peru";"4-3-3 offensiv";"";"0:1";"Freundschaftsspiele";"brasilien"
"258";NA;"Do. 10.10.2019";"14:00";"H";"";"Senegal";"4-4-2 doppel 6";"";"1:1";"Freundschaftsspiele";"brasilien"
"259";NA;"So. 13.10.2019";"14:00";"H";"";"Nigeria";"4-4-2 doppel 6";"20.305";"1:1";"Freundschaftsspiele";"brasilien"
"260";NA;"Fr. 15.11.2019";"18:00";"H";"";"Argentinien";"4-3-3 offensiv";"";"0:1";"Freundschaftsspiele";"brasilien"
"261";NA;"Di. 19.11.2019";"14:30";"H";"";"Südkorea";"4-2-3-1";"x";"3:0";"Freundschaftsspiele";"brasilien"
"262";"Gruppe G";"Do. 24.11.2022";"20:00";"H";"";"Serbien";"?";"";"-:-";"Weltmeisterschaft 2022";"brasilien"
"263";"Gruppe G";"Mo. 28.11.2022";"17:00";"H";"";"Schweiz";"?";"";"-:-";"Weltmeisterschaft 2022";"brasilien"
"264";"Gruppe G";"Fr. 02.12.2022";"20:00";"A";"";"Kamerun";"?";"";"-:-";"Weltmeisterschaft 2022";"brasilien"
"265";NA;"Do. 02.06.2022";"13:00";"A";"";"Südkorea";"4-4-2 doppel 6";"64.872";"1:5";"Freundschaftsspiele";"brasilien"
"266";NA;"Mo. 06.06.2022";"12:20";"A";"";"Japan";"4-3-3 offensiv";"63.638";"0:1";"Freundschaftsspiele";"brasilien"
"267";NA;"Sa. 11.06.2022";"13:00";"H";"";"Argentinien";"";"";"-:-";"Freundschaftsspiele";"brasilien"
"268";"Gruppe D";"So. 13.06.2010";"20:30";"H";"";"Australien";"4-2-3-1";"62.618";"4:0";"Weltmeisterschaft 2010";"deutschland"
"269";"Gruppe D";"Fr. 18.06.2010";"13:30";"H";"";"Serbien";"4-2-3-1";"38.294";"0:1";"Weltmeisterschaft 2010";"deutschland"
"270";"Gruppe D";"Mi. 23.06.2010";"20:30";"A";"";"Ghana";"4-2-3-1";"83.391";"0:1";"Weltmeisterschaft 2010";"deutschland"
"271";"Achtelfinale";"So. 27.06.2010";"16:00";"H";"";"England";"4-2-3-1";"40.510";"4:1";"Weltmeisterschaft 2010";"deutschland"
"272";"Viertelfinale";"Sa. 03.07.2010";"16:00";"A";"";"Argentinien";"4-2-3-1";"64.100";"0:4";"Weltmeisterschaft 2010";"deutschland"
"273";"Halbfinale";"Mi. 07.07.2010";"20:30";"H";"";"Spanien";"4-2-3-1";"60.960";"0:1";"Weltmeisterschaft 2010";"deutschland"
"274";"Spiel um Platz Drei";"Sa. 10.07.2010";"20:30";"A";"";"Uruguay";"4-2-3-1";"36.254";"2:3";"Weltmeisterschaft 2010";"deutschland"
"275";NA;"Mi. 03.03.2010";"20:45";"H";"";"Argentinien";"4-2-3-1";"65.152";"0:1";"Freundschaftsspiele";"deutschland"
"276";NA;"Do. 13.05.2010";"18:00";"H";"";"Malta";"4-3-3 offensiv";"26.000";"3:0";"Freundschaftsspiele";"deutschland"
"277";NA;"Sa. 29.05.2010";"20:00";"A";"";"Ungarn";"4-2-3-1";"15.000";"0:3";"Freundschaftsspiele";"deutschland"
"278";NA;"Do. 03.06.2010";"20:30";"H";"";"Bosnien-Herzegowina";"4-2-3-1";"48.000";"3:1";"Freundschaftsspiele";"deutschland"
"279";NA;"Mi. 11.08.2010";"20:30";"A";"";"Dänemark";"4-2-3-1";"19.071";"2:2";"Freundschaftsspiele";"deutschland"
"280";NA;"Mi. 17.11.2010";"20:30";"A";"";"Schweden";"4-2-3-1";"21.959";"0:0";"Freundschaftsspiele";"deutschland"
"281";NA;"Mi. 09.02.2011";"20:45";"H";"";"Italien";"4-2-3-1";"60.196";"1:1";"Freundschaftsspiele";"deutschland"
"282";NA;"Di. 29.03.2011";"20:45";"H";"";"Australien";"4-2-3-1";"30.152";"1:2";"Freundschaftsspiele";"deutschland"
"283";NA;"So. 29.05.2011";"20:00";"H";"";"Uruguay";"4-2-3-1";"25.655";"2:1";"Freundschaftsspiele";"deutschland"
"284";NA;"Mi. 10.08.2011";"20:45";"H";"";"Brasilien";"4-1-4-1";"54.767";"3:2";"Freundschaftsspiele";"deutschland"
"285";NA;"Di. 06.09.2011";"20:45";"A";"";"Polen";"4-2-3-1";"38.000";"2:2";"Freundschaftsspiele";"deutschland"
"286";NA;"Fr. 11.11.2011";"20:45";"A";"";"Ukraine";"3-5-2";"69.720";"3:3";"Freundschaftsspiele";"deutschland"
"287";NA;"Di. 15.11.2011";"20:45";"H";"";"Niederlande";"4-2-3-1";"51.500";"3:0";"Freundschaftsspiele";"deutschland"
"288";NA;"Mi. 29.02.2012";"20:45";"H";"";"Frankreich";"4-2-3-1";"37.800";"1:2";"Freundschaftsspiele";"deutschland"
"289";NA;"Sa. 26.05.2012";"18:00";"A";"";"Schweiz";"4-2-3-1";"32.000";"5:3";"Freundschaftsspiele";"deutschland"
"290";NA;"Do. 31.05.2012";"20:30";"H";"";"Israel";"4-2-3-1";"43.241";"2:0";"Freundschaftsspiele";"deutschland"
"291";NA;"Mi. 15.08.2012";"20:45";"H";"";"Argentinien";"4-2-3-1";"48.808";"1:3";"Freundschaftsspiele";"deutschland"
"292";NA;"Mi. 14.11.2012";"20:30";"A";"";"Niederlande";"4-2-3-1";"51.628";"0:0";"Freundschaftsspiele";"deutschland"
"293";NA;"Mi. 06.02.2013";"21:00";"A";"";"Frankreich";"4-2-3-1";"75.000";"1:2";"Freundschaftsspiele";"deutschland"
"294";NA;"Mi. 29.05.2013";"20:30";"H";"";"Ecuador";"4-2-3-1";"5.000";"4:2";"Freundschaftsspiele";"deutschland"
"295";NA;"So. 02.06.2013";"20:30";"A";"";"Vereinigte Staaten";"4-2-3-1";"47.359";"4:3";"Freundschaftsspiele";"deutschland"
"296";NA;"Mi. 14.08.2013";"20:45";"H";"";"Paraguay";"4-2-3-1";"47.522";"3:3";"Freundschaftsspiele";"deutschland"
"297";NA;"Fr. 15.11.2013";"20:45";"A";"";"Italien";"4-3-3 offensiv";"49.000";"1:1";"Freundschaftsspiele";"deutschland"
"298";NA;"Di. 19.11.2013";"21:00";"A";"";"England";"4-2-3-1";"85.934";"0:1";"Freundschaftsspiele";"deutschland"
"299";"Gruppe G";"Mo. 16.06.2014";"18:00";"H";"";"Portugal";"4-3-3 offensiv";"51.081";"4:0";"Weltmeisterschaft 2014";"deutschland"
"300";"Gruppe G";"Sa. 21.06.2014";"21:00";"H";"";"Ghana";"4-3-3 offensiv";"59.621";"2:2";"Weltmeisterschaft 2014";"deutschland"
"301";"Gruppe G";"Do. 26.06.2014";"18:00";"A";"";"Vereinigte Staaten";"4-3-3 offensiv";"41.876";"0:1";"Weltmeisterschaft 2014";"deutschland"
"302";"Achtelfinale";"Mo. 30.06.2014";"22:00";"H";"";"Algerien";"4-3-3 offensiv";"43.063";"2:1  n.V.";"Weltmeisterschaft 2014";"deutschland"
"303";"Viertelfinale";"Fr. 04.07.2014";"18:00";"A";"";"Frankreich";"4-3-3 offensiv";"74.240";"0:1";"Weltmeisterschaft 2014";"deutschland"
"304";"Halbfinale";"Di. 08.07.2014";"22:00";"A";"";"Brasilien";"4-3-3 offensiv";"58.141";"1:7";"Weltmeisterschaft 2014";"deutschland"
"305";"Finale";"So. 13.07.2014";"21:00";"H";"";"Argentinien";"4-3-3 offensiv";"74.738";"1:0  n.V.";"Weltmeisterschaft 2014";"deutschland"
"306";NA;"Mi. 05.03.2014";"20:45";"H";"";"Chile";"4-2-3-1";"54.449";"1:0";"Freundschaftsspiele";"deutschland"
"307";NA;"Di. 13.05.2014";"20:45";"H";"";"Polen";"4-2-3-1";"37.569";"0:0";"Freundschaftsspiele";"deutschland"
"308";NA;"So. 01.06.2014";"20:30";"H";"";"Kamerun";"4-2-3-1";"41.250";"2:2";"Freundschaftsspiele";"deutschland"
"309";NA;"Fr. 06.06.2014";"20:30";"H";"";"Armenien";"4-2-3-1";"27.000";"6:1";"Freundschaftsspiele";"deutschland"
"310";NA;"Mi. 03.09.2014";"20:45";"H";"";"Argentinien";"4-2-3-1";"51.132";"2:4";"Freundschaftsspiele";"deutschland"
"311";NA;"Di. 18.11.2014";"20:45";"A";"";"Spanien";"5-4-1 flach";"25.000";"0:1";"Freundschaftsspiele";"deutschland"
"312";NA;"Mi. 25.03.2015";"20:30";"H";"";"Australien";"3-1-4-2";"46.000";"2:2";"Freundschaftsspiele";"deutschland"
"313";NA;"Mi. 10.06.2015";"20:45";"H";"";"Vereinigte Staaten";"4-3-3 defensiv";"40.438";"1:2";"Freundschaftsspiele";"deutschland"
"314";NA;"Fr. 13.11.2015";"21:00";"A";"";"Frankreich";"3-4-2-1";"60.000";"2:0";"Freundschaftsspiele";"deutschland"
"315";NA;"Sa. 26.03.2016";"20:45";"H";"";"England";"4-2-3-1";"72.000";"2:3";"Freundschaftsspiele";"deutschland"
"316";NA;"Di. 29.03.2016";"20:45";"H";"";"Italien";"3-4-2-1";"62.693";"4:1";"Freundschaftsspiele";"deutschland"
"317";NA;"So. 29.05.2016";"17:45";"H";"";"Slowakei";"3-5-2 offensiv";"22.110";"1:3";"Freundschaftsspiele";"deutschland"
"318";NA;"Sa. 04.06.2016";"18:00";"H";"";"Ungarn";"4-2-3-1";"52.104";"2:0";"Freundschaftsspiele";"deutschland"
"319";NA;"Mi. 31.08.2016";"20:45";"H";"";"Finnland";"3-4-3";"30.121";"2:0";"Freundschaftsspiele";"deutschland"
"320";NA;"Di. 15.11.2016";"20:45";"A";"";"Italien";"3-4-2-1";"48.700";"0:0";"Freundschaftsspiele";"deutschland"
"321";NA;"Mi. 22.03.2017";"20:45";"H";"";"England";"4-2-3-1";"60.109";"1:0";"Freundschaftsspiele";"deutschland"
"322";NA;"Di. 06.06.2017";"20:45";"A";"";"Dänemark";"3-4-2-1";"15.488";"1:1";"Freundschaftsspiele";"deutschland"
"323";NA;"Fr. 10.11.2017";"21:00";"A";"";"England";"5-4-1 flach";"81.382";"0:0";"Freundschaftsspiele";"deutschland"
"324";NA;"Di. 14.11.2017";"20:45";"H";"";"Frankreich";"4-2-3-1";"36.948";"2:2";"Freundschaftsspiele";"deutschland"
"325";"Gruppe F";"So. 17.06.2018";"17:00";"H";"";"Mexiko";"4-2-3-1";"78.011";"0:1";"Weltmeisterschaft 2018";"deutschland"
"326";"Gruppe F";"Sa. 23.06.2018";"20:00";"H";"";"Schweden";"4-2-3-1";"44.287";"2:1";"Weltmeisterschaft 2018";"deutschland"
"327";"Gruppe F";"Mi. 27.06.2018";"16:00";"A";"";"Südkorea";"4-2-3-1";"41.835";"2:0";"Weltmeisterschaft 2018";"deutschland"
"328";NA;"Fr. 23.03.2018";"20:45";"H";"";"Spanien";"4-2-3-1";"50.653";"1:1";"Freundschaftsspiele";"deutschland"
"329";NA;"Di. 27.03.2018";"20:45";"H";"";"Brasilien";"4-2-3-1";"72.717";"0:1";"Freundschaftsspiele";"deutschland"
"330";NA;"Sa. 02.06.2018";"19:40";"A";"";"Österreich";"4-2-3-1";"30.000";"2:1";"Freundschaftsspiele";"deutschland"
"331";NA;"Fr. 08.06.2018";"19:30";"H";"";"Saudi-Arabien";"4-2-3-1";"30.210";"2:1";"Freundschaftsspiele";"deutschland"
"332";NA;"So. 09.09.2018";"20:45";"H";"";"Peru";"4-3-3 offensiv";"25.494";"2:1";"Freundschaftsspiele";"deutschland"
"333";NA;"Do. 15.11.2018";"20:45";"H";"";"Russland";"3-4-3 flach";"35.288";"3:0";"Freundschaftsspiele";"deutschland"
"334";NA;"Mi. 20.03.2019";"20:45";"H";"";"Serbien";"4-2-3-1";"26.101";"1:1";"Freundschaftsspiele";"deutschland"
"335";NA;"Mi. 09.10.2019";"20:45";"H";"";"Argentinien";"3-4-2-1";"45.197";"2:2";"Freundschaftsspiele";"deutschland"
"336";NA;"Mi. 07.10.2020";"20:45";"H";"";"Türkei";"3-4-2-1";"300";"3:3";"Freundschaftsspiele";"deutschland"
"337";NA;"Mi. 11.11.2020";"20:45";"H";"";"Tschechien";"3-4-2-1";"x";"1:0";"Freundschaftsspiele";"deutschland"
"338";NA;"Mi. 02.06.2021";"21:00";"H";"";"Dänemark";"3-4-3 flach";"x";"1:1";"Freundschaftsspiele";"deutschland"
"339";NA;"Mo. 07.06.2021";"20:45";"H";"";"Lettland";"3-4-2-1";"1.000";"7:1";"Freundschaftsspiele";"deutschland"
"340";"Gruppe E";"Mi. 23.11.2022";"14:00";"H";"";"Japan";"?";"";"-:-";"Weltmeisterschaft 2022";"deutschland"
"341";"Gruppe E";"So. 27.11.2022";"20:00";"A";"";"Spanien";"?";"";"-:-";"Weltmeisterschaft 2022";"deutschland"
"342";"Gruppe E";"Do. 01.12.2022";"20:00";"A";"";"Costa Rica";"?";"";"-:-";"Weltmeisterschaft 2022";"deutschland"
"343";NA;"Sa. 26.03.2022";"20:45";"H";"";"Israel";"4-2-3-1";"25.600";"2:0";"Freundschaftsspiele";"deutschland"
"344";NA;"Di. 29.03.2022";"20:45";"A";"";"Niederlande";"4-2-3-1";"50.387";"1:1";"Freundschaftsspiele";"deutschland"
"345";"Gruppe G";"Di. 15.06.2010";"16:00";"A";"";"Elfenbeinküste";"4-3-3 offensiv";"37.034";"0:0";"Weltmeisterschaft 2010";"portugal"
"346";"Gruppe G";"Mo. 21.06.2010";"13:30";"H";"";"Nordkorea";"4-3-3 offensiv";"63.644";"7:0";"Weltmeisterschaft 2010";"portugal"
"347";"Gruppe G";"Fr. 25.06.2010";"16:00";"H";"";"Brasilien";"4-1-4-1";"62.712";"0:0";"Weltmeisterschaft 2010";"portugal"
"348";"Achtelfinale";"Di. 29.06.2010";"20:30";"A";"";"Spanien";"4-3-3 offensiv";"62.955";"1:0";"Weltmeisterschaft 2010";"portugal"
"349";NA;"Mi. 03.03.2010";"00:00";"H";"";"China";"4-3-3 offensiv";"20.000";"2:0";"Freundschaftsspiele";"portugal"
"350";NA;"Mo. 24.05.2010";"20:30";"H";"";"Kap Verde";"4-3-3 offensiv";"6.000";"0:0";"Freundschaftsspiele";"portugal"
"351";NA;"Di. 01.06.2010";"00:00";"H";"";"Kamerun";"4-3-3 defensiv";"12.000";"3:1";"Freundschaftsspiele";"portugal"
"352";NA;"Di. 08.06.2010";"12:00";"A";"";"Mosambik";"4-2-3-1";"28.000";"0:3";"Freundschaftsspiele";"portugal"
"353";NA;"Mi. 17.11.2010";"22:00";"H";"";"Spanien";"4-3-3 offensiv";"66.500";"4:0";"Freundschaftsspiele";"portugal"
"354";NA;"Mi. 09.02.2011";"21:00";"H";"";"Argentinien";"4-3-3 offensiv";"30.000";"1:2";"Freundschaftsspiele";"portugal"
"355";NA;"Sa. 26.03.2011";"21:45";"H";"";"Chile";"4-3-3 offensiv";"10.694";"1:1";"Freundschaftsspiele";"portugal"
"356";NA;"Di. 29.03.2011";"21:45";"H";"";"Finnland";"4-3-3 offensiv";"18.000";"2:0";"Freundschaftsspiele";"portugal"
"357";NA;"Mi. 10.08.2011";"22:00";"H";"";"Luxemburg";"4-3-3 offensiv";"21.283";"5:0";"Freundschaftsspiele";"portugal"
"358";NA;"Mi. 29.02.2012";"20:45";"A";"";"Polen";"4-3-3 offensiv";"45.000";"0:0";"Freundschaftsspiele";"portugal"
"359";NA;"Sa. 26.05.2012";"18:00";"H";"";"Mazedonien";"4-3-3 offensiv";"19.332";"0:0";"Freundschaftsspiele";"portugal"
"360";NA;"Sa. 02.06.2012";"20:45";"H";"";"Türkei";"4-3-3 offensiv";"62.000";"1:3";"Freundschaftsspiele";"portugal"
"361";NA;"Mi. 15.08.2012";"22:00";"H";"";"Panama";"4-3-3 offensiv";"24.181";"2:0";"Freundschaftsspiele";"portugal"
"362";NA;"Mi. 14.11.2012";"21:45";"A";"";"Gabun";"4-3-3 offensiv";"";"2:2";"Freundschaftsspiele";"portugal"
"363";NA;"Mi. 06.02.2013";"21:45";"H";"";"Ecuador";"4-3-3 offensiv";"20.288";"2:3";"Freundschaftsspiele";"portugal"
